4272	1	0	0
4501	1	0	0
4711	1	0	0
5747	1	0	0
5877	1	0	0
5880	1	0	0
6241	1	0	0
6289	1	0	0
7549	1	0	0
7564	1	0	0
8373	1	0	0
9365	1	0	0
9869	1	0	0
11972	1	0	0
18258	1	0	0
19877	1	0	0
20077	1	0	0
21441	1	0	0
23015	1	0	0
34873	1	0	0
